country, quarter, unit, value$
"Austria", "2004-Q2", "Percentage of GDP", 74.3
"Austria", "2004-Q3", "Percentage of GDP", 75.3
"Austria", "2004-Q4", "Percentage of GDP", 69.6
"Austria", "2005-Q1", "Percentage of GDP", 77.1
"Austria", "2005-Q2", "Percentage of GDP", 81.9
"Austria", "2005-Q3", "Percentage of GDP", 80.8
"Austria", "2005-Q4", "Percentage of GDP", 73.7
"Austria", "2006-Q1", "Percentage of GDP", 74.8
"Austria", "2006-Q2", "Percentage of GDP", 76.5
"Austria", "2006-Q3", "Percentage of GDP", 73.8
"Austria", "2006-Q4", "Percentage of GDP", 69.7
"Austria", "2007-Q1", "Percentage of GDP", 72.3
"Austria", "2007-Q2", "Percentage of GDP", 74.4
"Austria", "2007-Q3", "Percentage of GDP", 76.1
"Austria", "2007-Q4", "Percentage of GDP", 65.9
"Austria", "2008-Q1", "Percentage of GDP", 66.8
"Austria", "2008-Q2", "Percentage of GDP", 65.2
"Austria", "2008-Q3", "Percentage of GDP", 66.5
"Austria", "2008-Q4", "Percentage of GDP", 71.1
"Austria", "2009-Q1", "Percentage of GDP", 74.2
"Austria", "2009-Q2", "Percentage of GDP", 76.5
"Austria", "2009-Q3", "Percentage of GDP", 76.4
"Austria", "2009-Q4", "Percentage of GDP", 83.6
"Austria", "2010-Q1", "Percentage of GDP", 85.3
"Austria", "2010-Q2", "Percentage of GDP", 90.1
"Austria", "2010-Q3", "Percentage of GDP", 90.1
"Austria", "2010-Q4", "Percentage of GDP", 87.6
"Austria", "2011-Q1", "Percentage of GDP", 85.1
"Austria", "2011-Q2", "Percentage of GDP", 86.0
"Austria", "2011-Q3", "Percentage of GDP", 88.8
"Austria", "2011-Q4", "Percentage of GDP", 88.5
"Austria", "2012-Q1", "Percentage of GDP", 90.1
"Austria", "2012-Q2", "Percentage of GDP", 93.2
"Austria", "2012-Q3", "Percentage of GDP", 92.4
"Austria", "2012-Q4", "Percentage of GDP", 93.0
"Austria", "2013-Q1", "Percentage of GDP", 93.6
"Austria", "2013-Q2", "Percentage of GDP", 91.8
"Austria", "2013-Q3", "Percentage of GDP", 92.4
"Austria", "2013-Q4", "Percentage of GDP", 89.4
"Austria", "2014-Q1", "Percentage of GDP", 90.6
"Austria", "2014-Q2", "Percentage of GDP", 93.4
"Austria", "2014-Q3", "Percentage of GDP", 92.8
"Austria", "2014-Q4", "Percentage of GDP", 97.5
"Austria", "2015-Q1", "Percentage of GDP", 100.3
"Austria", "2015-Q2", "Percentage of GDP", 97.4
"Austria", "2015-Q3", "Percentage of GDP", 98.1
"Austria", "2015-Q4", "Percentage of GDP", 96.8
"Austria", "2016-Q1", "Percentage of GDP", 100.0
"Austria", "2016-Q2", "Percentage of GDP", 101.9
"Austria", "2016-Q3", "Percentage of GDP", 99.7
"Austria", "1999-Q1", "US Dollar", 146.763
"Austria", "1999-Q2", "US Dollar", 144.237
"Austria", "1999-Q3", "US Dollar", 149.986
"Austria", "1999-Q4", "US Dollar", 141.279
"Austria", "2000-Q1", "US Dollar", 143.53
"Austria", "2000-Q2", "US Dollar", 145.252
"Austria", "2000-Q3", "US Dollar", 134.428
"Austria", "2000-Q4", "US Dollar", 136.438
"Austria", "2001-Q1", "US Dollar", 136.713
"Austria", "2001-Q2", "US Dollar", 132.745
"Austria", "2001-Q3", "US Dollar", 144.333
"Austria", "2001-Q4", "US Dollar", 135.524
"Austria", "2002-Q1", "US Dollar", 139.815
"Austria", "2002-Q2", "US Dollar", 160.826
"Austria", "2002-Q3", "US Dollar", 163.282
"Austria", "2002-Q4", "US Dollar", 169.117
"Austria", "2003-Q1", "US Dollar", 183.802
"Austria", "2003-Q2", "US Dollar", 200.651
"Austria", "2003-Q3", "US Dollar", 195.431
"Austria", "2003-Q4", "US Dollar", 203.642
"Austria", "2004-Q1", "US Dollar", 206.632
"Austria", "2004-Q2", "US Dollar", 213.01
"Austria", "2004-Q3", "US Dollar", 222.791
"Austria", "2004-Q4", "US Dollar", 228.352
"Austria", "2005-Q1", "US Dollar", 243.431
"Austria", "2005-Q2", "US Dollar", 244.19
"Austria", "2005-Q3", "US Dollar", 242.816
"Austria", "2005-Q4", "US Dollar", 219.922
"Austria", "2006-Q1", "US Dollar", 231.765
"Austria", "2006-Q2", "US Dollar", 252.112
"Austria", "2006-Q3", "US Dollar", 245.407
"Austria", "2006-Q4", "US Dollar", 245.052
"Austria", "2007-Q1", "US Dollar", 260.948
"Austria", "2007-Q2", "US Dollar", 276.509
"Austria", "2007-Q3", "US Dollar", 300.726
"Austria", "2007-Q4", "US Dollar", 274.076
"Austria", "2008-Q1", "US Dollar", 302.424
"Austria", "2008-Q2", "US Dollar", 297.018
"Austria", "2008-Q3", "US Dollar", 276.726
"Austria", "2008-Q4", "US Dollar", 288.249
"Austria", "2009-Q1", "US Dollar", 285.456
"Austria", "2009-Q2", "US Dollar", 310.137
"Austria", "2009-Q3", "US Dollar", 319.65
"Austria", "2009-Q4", "US Dollar", 344.435
"Austria", "2010-Q1", "US Dollar", 329.829
"Austria", "2010-Q2", "US Dollar", 319.52
"Austria", "2010-Q3", "US Dollar", 358.881
"Austria", "2010-Q4", "US Dollar", 344.309
"Austria", "2011-Q1", "US Dollar", 361.487
"Austria", "2011-Q2", "US Dollar", 376.573
"Austria", "2011-Q3", "US Dollar", 367.501
"Austria", "2011-Q4", "US Dollar", 353.443
"Austria", "2012-Q1", "US Dollar", 373.678
"Austria", "2012-Q2", "US Dollar", 366.922
"Austria", "2012-Q3", "US Dollar", 376.031
"Austria", "2012-Q4", "US Dollar", 388.885
"Austria", "2013-Q1", "US Dollar", 381.301
"Austria", "2013-Q2", "US Dollar", 384.177
"Austria", "2013-Q3", "US Dollar", 400.639
"Austria", "2013-Q4", "US Dollar", 397.828
"Austria", "2014-Q1", "US Dollar", 405.661
"Austria", "2014-Q2", "US Dollar", 416.949
"Austria", "2014-Q3", "US Dollar", 383.994
"Austria", "2014-Q4", "US Dollar", 391.402
"Austria", "2015-Q1", "US Dollar", 359.132
"Austria", "2015-Q2", "US Dollar", 364.721
"Austria", "2015-Q3", "US Dollar", 370.57
"Austria", "2015-Q4", "US Dollar", 357.899
"Austria", "2016-Q1", "US Dollar", 389.377
"Austria", "2016-Q2", "US Dollar", 389.196
"Austria", "2016-Q3", "US Dollar", 385.66
"Austria", "1999-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 136.622
"Austria", "1999-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 139.65
"Austria", "1999-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 140.627
"Austria", "1999-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 140.629
"Austria", "2000-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 150.247
"Austria", "2000-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 152.006
"Austria", "2000-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 153.369
"Austria", "2000-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 146.63
"Austria", "2001-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 154.786
"Austria", "2001-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 156.533
"Austria", "2001-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 158.073
"Austria", "2001-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 153.779
"Austria", "2002-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 160.27
"Austria", "2002-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 161.228
"Austria", "2002-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 165.601
"Austria", "2002-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 161.27
"Austria", "2003-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 168.712
"Austria", "2003-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 175.59
"Austria", "2003-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 167.719
"Austria", "2003-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 161.244
"Austria", "2004-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 169.046
"Austria", "2004-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 175.243
"Austria", "2004-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 179.547
"Austria", "2004-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 167.656
"Austria", "2005-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 187.783
"Austria", "2005-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 201.945
"Austria", "2005-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 201.634
"Austria", "2005-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 186.428
"Austria", "2006-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 191.484
"Austria", "2006-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 198.311
"Austria", "2006-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 193.847
"Austria", "2006-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 186.068
"Austria", "2007-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 195.946
"Austria", "2007-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 204.755
"Austria", "2007-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 212.102
"Austria", "2007-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 186.18
"Austria", "2008-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 191.253
"Austria", "2008-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 188.428
"Austria", "2008-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 193.487
"Austria", "2008-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 207.107
"Austria", "2009-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 214.492
"Austria", "2009-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 219.422
"Austria", "2009-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 218.289
"Austria", "2009-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 239.107
"Austria", "2010-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 244.7
"Austria", "2010-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 260.377
"Austria", "2010-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 262.952
"Austria", "2010-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 257.681
"Austria", "2011-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 254.451
"Austria", "2011-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 260.551
"Austria", "2011-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 272.171
"Austria", "2011-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 273.176
"Austria", "2012-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 279.773
"Austria", "2012-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 291.446
"Austria", "2012-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 290.822
"Austria", "2012-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 294.736
"Austria", "2013-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 297.758
"Austria", "2013-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 293.703
"Austria", "2013-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 296.673
"Austria", "2013-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 288.465
"Austria", "2014-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 294.226
"Austria", "2014-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 305.29
"Austria", "2014-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 305.16
"Austria", "2014-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 322.398
"Austria", "2015-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 333.813
"Austria", "2015-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 325.951
"Austria", "2015-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 330.771
"Austria", "2015-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 328.73
"Austria", "2016-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 341.99
"Austria", "2016-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 350.549
"Austria", "2016-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 345.551
"Australia", "1988-Q2", "Percentage of GDP", 28.2
"Australia", "1988-Q3", "Percentage of GDP", 27.0
"Australia", "1988-Q4", "Percentage of GDP", 24.9
"Australia", "1989-Q1", "Percentage of GDP", 23.5
"Australia", "1989-Q2", "Percentage of GDP", 21.5
"Australia", "1989-Q3", "Percentage of GDP", 20.9
"Australia", "1989-Q4", "Percentage of GDP", 21.3
"Australia", "1990-Q1", "Percentage of GDP", 21.9
"Australia", "1990-Q2", "Percentage of GDP", 20.1
"Australia", "1990-Q3", "Percentage of GDP", 20.0
"Australia", "1990-Q4", "Percentage of GDP", 21.1
"Australia", "1991-Q1", "Percentage of GDP", 21.8
"Australia", "1991-Q2", "Percentage of GDP", 22.7
"Australia", "1991-Q3", "Percentage of GDP", 24.9
"Australia", "1991-Q4", "Percentage of GDP", 26.7
"Australia", "1992-Q1", "Percentage of GDP", 26.5
"Australia", "1992-Q2", "Percentage of GDP", 27.1
"Australia", "1992-Q3", "Percentage of GDP", 28.3
"Australia", "1992-Q4", "Percentage of GDP", 30.6
"Australia", "1993-Q1", "Percentage of GDP", 31.9
"Australia", "1993-Q2", "Percentage of GDP", 33.4
"Australia", "1993-Q3", "Percentage of GDP", 34.6
"Australia", "1993-Q4", "Percentage of GDP", 35.9
"Australia", "1994-Q1", "Percentage of GDP", 34.7
"Australia", "1994-Q2", "Percentage of GDP", 33.7
"Australia", "1994-Q3", "Percentage of GDP", 33.6
"Australia", "1994-Q4", "Percentage of GDP", 34.4
"Australia", "1995-Q1", "Percentage of GDP", 34.5
"Australia", "1995-Q2", "Percentage of GDP", 35.2
"Australia", "1995-Q3", "Percentage of GDP", 34.6
"Australia", "1995-Q4", "Percentage of GDP", 35.2
"Australia", "1996-Q1", "Percentage of GDP", 34.0
"Australia", "1996-Q2", "Percentage of GDP", 32.4
"Australia", "1996-Q3", "Percentage of GDP", 32.7
"Australia", "1996-Q4", "Percentage of GDP", 32.9
"Australia", "1997-Q1", "Percentage of GDP", 32.1
"Australia", "1997-Q2", "Percentage of GDP", 31.3
"Australia", "1997-Q3", "Percentage of GDP", 30.9
"Australia", "1997-Q4", "Percentage of GDP", 29.0
"Australia", "1998-Q1", "Percentage of GDP", 28.6
"Australia", "1998-Q2", "Percentage of GDP", 26.9
"Australia", "1998-Q3", "Percentage of GDP", 27.1
"Australia", "1998-Q4", "Percentage of GDP", 26.1
"Australia", "1999-Q1", "Percentage of GDP", 24.9
"Australia", "1999-Q2", "Percentage of GDP", 23.1
"Australia", "1999-Q3", "Percentage of GDP", 22.8
"Australia", "1999-Q4", "Percentage of GDP", 21.0
"Australia", "2000-Q1", "Percentage of GDP", 20.6
"Australia", "2000-Q2", "Percentage of GDP", 19.5
"Australia", "2000-Q3", "Percentage of GDP", 18.2
"Australia", "2000-Q4", "Percentage of GDP", 17.7
"Australia", "2001-Q1", "Percentage of GDP", 17.1
"Australia", "2001-Q2", "Percentage of GDP", 16.3
"Australia", "2001-Q3", "Percentage of GDP", 16.4
"Australia", "2001-Q4", "Percentage of GDP", 15.9
"Australia", "2002-Q1", "Percentage of GDP", 14.9
"Australia", "2002-Q2", "Percentage of GDP", 14.7
"Australia", "2002-Q3", "Percentage of GDP", 14.9
"Australia", "2002-Q4", "Percentage of GDP", 14.4
"Australia", "2003-Q1", "Percentage of GDP", 13.5
"Australia", "2003-Q2", "Percentage of GDP", 13.3
"Australia", "2003-Q3", "Percentage of GDP", 12.3
"Australia", "2003-Q4", "Percentage of GDP", 11.8
"Australia", "2004-Q1", "Percentage of GDP", 11.7
"Australia", "2004-Q2", "Percentage of GDP", 11.4
"Australia", "2004-Q3", "Percentage of GDP", 11.0
"Australia", "2004-Q4", "Percentage of GDP", 10.9
"Australia", "2005-Q1", "Percentage of GDP", 10.5
"Australia", "2005-Q2", "Percentage of GDP", 10.4
