country, value, units, quarter, value$
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2008-Q3", 30.34
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2008-Q4", 9.26
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2009-Q1", -8.99
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2009-Q2", -20.77
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2009-Q3", -24.75
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2009-Q4", -19.65
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2010-Q1", -15.96
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2010-Q2", -13.06
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2010-Q3", -12.43
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2010-Q4", -13.06
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2011-Q1", -8.34
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2011-Q2", -5.0
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2011-Q3", -0.35
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2011-Q4", 4.57
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2012-Q1", 6.11
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2012-Q2", 11.49
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2012-Q3", 14.25
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2012-Q4", 16.89
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2013-Q1", 16.78
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2013-Q2", 16.34
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2013-Q3", 19.79
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2013-Q4", 23.79
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2014-Q1", 34.0
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2014-Q2", 36.18
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2014-Q3", 27.31
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2014-Q4", 16.5
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2015-Q1", 1.48
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2015-Q2", -8.0
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2015-Q3", -10.41
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2015-Q4", -11.03
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2016-Q1", -7.96
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2016-Q2", -3.83
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2016-Q3", -1.77
"United Arab Emirates", "Nominal", "Year-on-year changes, in per cent", "2016-Q4", -0.41
"United Arab Emirates", "Real", "Index, 2010 = 100", "2003-Q1", 91.1
"United Arab Emirates", "Real", "Index, 2010 = 100", "2003-Q2", 89.22
"United Arab Emirates", "Real", "Index, 2010 = 100", "2003-Q3", 86.02
"United Arab Emirates", "Real", "Index, 2010 = 100", "2003-Q4", 87.04
"United Arab Emirates", "Real", "Index, 2010 = 100", "2004-Q1", 94.98
"United Arab Emirates", "Real", "Index, 2010 = 100", "2004-Q2", 98.62
"United Arab Emirates", "Real", "Index, 2010 = 100", "2004-Q3", 100.69
"United Arab Emirates", "Real", "Index, 2010 = 100", "2004-Q4", 103.46
"United Arab Emirates", "Real", "Index, 2010 = 100", "2005-Q1", 104.02
"United Arab Emirates", "Real", "Index, 2010 = 100", "2005-Q2", 104.08
"United Arab Emirates", "Real", "Index, 2010 = 100", "2005-Q3", 103.74
"United Arab Emirates", "Real", "Index, 2010 = 100", "2005-Q4", 102.09
"United Arab Emirates", "Real", "Index, 2010 = 100", "2006-Q1", 106.93
"United Arab Emirates", "Real", "Index, 2010 = 100", "2006-Q2", 108.43
"United Arab Emirates", "Real", "Index, 2010 = 100", "2006-Q3", 114.7
"United Arab Emirates", "Real", "Index, 2010 = 100", "2006-Q4", 112.03
"United Arab Emirates", "Real", "Index, 2010 = 100", "2007-Q1", 118.39
"United Arab Emirates", "Real", "Index, 2010 = 100", "2007-Q2", 122.82
"United Arab Emirates", "Real", "Index, 2010 = 100", "2007-Q3", 129.85
"United Arab Emirates", "Real", "Index, 2010 = 100", "2007-Q4", 137.6
"United Arab Emirates", "Real", "Index, 2010 = 100", "2008-Q1", 145.56
"United Arab Emirates", "Real", "Index, 2010 = 100", "2008-Q2", 151.61
"United Arab Emirates", "Real", "Index, 2010 = 100", "2008-Q3", 149.78
"United Arab Emirates", "Real", "Index, 2010 = 100", "2008-Q4", 137.24
"United Arab Emirates", "Real", "Index, 2010 = 100", "2009-Q1", 125.79
"United Arab Emirates", "Real", "Index, 2010 = 100", "2009-Q2", 118.36
"United Arab Emirates", "Real", "Index, 2010 = 100", "2009-Q3", 112.95
"United Arab Emirates", "Real", "Index, 2010 = 100", "2009-Q4", 110.51
"United Arab Emirates", "Real", "Index, 2010 = 100", "2010-Q1", 105.72
"United Arab Emirates", "Real", "Index, 2010 = 100", "2010-Q2", 102.0
"United Arab Emirates", "Real", "Index, 2010 = 100", "2010-Q3", 97.94
"United Arab Emirates", "Real", "Index, 2010 = 100", "2010-Q4", 94.49
"United Arab Emirates", "Real", "Index, 2010 = 100", "2011-Q1", 95.52
"United Arab Emirates", "Real", "Index, 2010 = 100", "2011-Q2", 95.55
"United Arab Emirates", "Real", "Index, 2010 = 100", "2011-Q3", 96.99
"United Arab Emirates", "Real", "Index, 2010 = 100", "2011-Q4", 98.77
"United Arab Emirates", "Real", "Index, 2010 = 100", "2012-Q1", 100.69
"United Arab Emirates", "Real", "Index, 2010 = 100", "2012-Q2", 105.9
"United Arab Emirates", "Real", "Index, 2010 = 100", "2012-Q3", 109.85
"United Arab Emirates", "Real", "Index, 2010 = 100", "2012-Q4", 114.86
"United Arab Emirates", "Real", "Index, 2010 = 100", "2013-Q1", 116.77
"United Arab Emirates", "Real", "Index, 2010 = 100", "2013-Q2", 121.9
"United Arab Emirates", "Real", "Index, 2010 = 100", "2013-Q3", 129.97
"United Arab Emirates", "Real", "Index, 2010 = 100", "2013-Q4", 140.25
"United Arab Emirates", "Real", "Index, 2010 = 100", "2014-Q1", 153.89
"United Arab Emirates", "Real", "Index, 2010 = 100", "2014-Q2", 162.5
"United Arab Emirates", "Real", "Index, 2010 = 100", "2014-Q3", 161.36
"United Arab Emirates", "Real", "Index, 2010 = 100", "2014-Q4", 158.61
"United Arab Emirates", "Real", "Index, 2010 = 100", "2015-Q1", 150.33
"United Arab Emirates", "Real", "Index, 2010 = 100", "2015-Q2", 143.39
"United Arab Emirates", "Real", "Index, 2010 = 100", "2015-Q3", 138.24
"United Arab Emirates", "Real", "Index, 2010 = 100", "2015-Q4", 136.23
"United Arab Emirates", "Real", "Index, 2010 = 100", "2016-Q1", 135.58
"United Arab Emirates", "Real", "Index, 2010 = 100", "2016-Q2", 135.67
"United Arab Emirates", "Real", "Index, 2010 = 100", "2016-Q3", 133.87
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2004-Q1", 4.26
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2004-Q2", 10.54
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2004-Q3", 17.06
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2004-Q4", 18.87
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2005-Q1", 9.52
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2005-Q2", 5.54
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2005-Q3", 3.03
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2005-Q4", -1.33
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2006-Q1", 2.8
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2006-Q2", 4.17
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2006-Q3", 10.56
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2006-Q4", 9.74
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2007-Q1", 10.71
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2007-Q2", 13.27
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2007-Q3", 13.21
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2007-Q4", 22.82
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2008-Q1", 22.95
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2008-Q2", 23.44
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2008-Q3", 15.35
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2008-Q4", -0.26
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2009-Q1", -13.58
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2009-Q2", -21.93
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2009-Q3", -24.59
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2009-Q4", -19.48
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2010-Q1", -15.96
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2010-Q2", -13.83
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2010-Q3", -13.29
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2010-Q4", -14.5
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2011-Q1", -9.65
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2011-Q2", -6.32
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2011-Q3", -0.97
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2011-Q4", 4.53
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2012-Q1", 5.41
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2012-Q2", 10.84
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2012-Q3", 13.26
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2012-Q4", 16.29
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2013-Q1", 15.97
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2013-Q2", 15.1
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2013-Q3", 18.32
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2013-Q4", 22.11
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2014-Q1", 31.79
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2014-Q2", 33.31
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2014-Q3", 24.14
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2014-Q4", 13.09
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2015-Q1", -2.31
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2015-Q2", -11.76
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2015-Q3", -14.33
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2015-Q4", -14.11
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2016-Q1", -9.81
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2016-Q2", -5.39
"United Arab Emirates", "Real", "Year-on-year changes, in per cent", "2016-Q3", -3.16
"Austria", "Nominal", "Index, 2010 = 100", "2000-Q1", 80.3
"Austria", "Nominal", "Index, 2010 = 100", "2000-Q2", 78.96
"Austria", "Nominal", "Index, 2010 = 100", "2000-Q3", 77.63
"Austria", "Nominal", "Index, 2010 = 100", "2000-Q4", 77.39
"Austria", "Nominal", "Index, 2010 = 100", "2001-Q1", 81.16
"Austria", "Nominal", "Index, 2010 = 100", "2001-Q2", 77.63
"Austria", "Nominal", "Index, 2010 = 100", "2001-Q3", 80.77
"Austria", "Nominal", "Index, 2010 = 100", "2001-Q4", 77.39
"Austria", "Nominal", "Index, 2010 = 100", "2002-Q1", 79.91
"Austria", "Nominal", "Index, 2010 = 100", "2002-Q2", 78.57
"Austria", "Nominal", "Index, 2010 = 100", "2002-Q3", 81.24
"Austria", "Nominal", "Index, 2010 = 100", "2002-Q4", 79.04
"Austria", "Nominal", "Index, 2010 = 100", "2003-Q1", 80.38
"Austria", "Nominal", "Index, 2010 = 100", "2003-Q2", 79.59
"Austria", "Nominal", "Index, 2010 = 100", "2003-Q3", 78.81
"Austria", "Nominal", "Index, 2010 = 100", "2003-Q4", 80.85
"Austria", "Nominal", "Index, 2010 = 100", "2004-Q1", 74.8
"Austria", "Nominal", "Index, 2010 = 100", "2004-Q2", 78.73
"Austria", "Nominal", "Index, 2010 = 100", "2004-Q3", 79.12
"Austria", "Nominal", "Index, 2010 = 100", "2004-Q4", 80.85
"Austria", "Nominal", "Index, 2010 = 100", "2005-Q1", 81.16
"Austria", "Nominal", "Index, 2010 = 100", "2005-Q2", 81.95
"Austria", "Nominal", "Index, 2010 = 100", "2005-Q3", 82.03
"Austria", "Nominal", "Index, 2010 = 100", "2005-Q4", 83.99
"Austria", "Nominal", "Index, 2010 = 100", "2006-Q1", 84.93
"Austria", "Nominal", "Index, 2010 = 100", "2006-Q2", 85.64
"Austria", "Nominal", "Index, 2010 = 100", "2006-Q3", 86.19
"Austria", "Nominal", "Index, 2010 = 100", "2006-Q4", 85.88
"Austria", "Nominal", "Index, 2010 = 100", "2007-Q1", 88.39
"Austria", "Nominal", "Index, 2010 = 100", "2007-Q2", 90.2
"Austria", "Nominal", "Index, 2010 = 100", "2007-Q3", 90.75
"Austria", "Nominal", "Index, 2010 = 100", "2007-Q4", 89.33
"Austria", "Nominal", "Index, 2010 = 100", "2008-Q1", 89.96
"Austria", "Nominal", "Index, 2010 = 100", "2008-Q2", 89.33
"Austria", "Nominal", "Index, 2010 = 100", "2008-Q3", 90.98
"Austria", "Nominal", "Index, 2010 = 100", "2008-Q4", 92.24
"Austria", "Nominal", "Index, 2010 = 100", "2009-Q1", 94.05
"Austria", "Nominal", "Index, 2010 = 100", "2009-Q2", 94.44
"Austria", "Nominal", "Index, 2010 = 100", "2009-Q3", 93.89
"Austria", "Nominal", "Index, 2010 = 100", "2009-Q4", 94.28
"Austria", "Nominal", "Index, 2010 = 100", "2010-Q1", 99.31
"Austria", "Nominal", "Index, 2010 = 100", "2010-Q2", 99.71
"Austria", "Nominal", "Index, 2010 = 100", "2010-Q3", 99.78
"Austria", "Nominal", "Index, 2010 = 100", "2010-Q4", 101.2
"Austria", "Nominal", "Index, 2010 = 100", "2011-Q1", 103.87
"Austria", "Nominal", "Index, 2010 = 100", "2011-Q2", 101.04
"Austria", "Nominal", "Index, 2010 = 100", "2011-Q3", 105.76
"Austria", "Nominal", "Index, 2010 = 100", "2011-Q4", 106.23
"Austria", "Nominal", "Index, 2010 = 100", "2012-Q1", 115.03
"Austria", "Nominal", "Index, 2010 = 100", "2012-Q2", 116.76
"Austria", "Nominal", "Index, 2010 = 100", "2012-Q3", 118.33
"Austria", "Nominal", "Index, 2010 = 100", "2012-Q4", 118.41
"Austria", "Nominal", "Index, 2010 = 100", "2013-Q1", 120.61
"Austria", "Nominal", "Index, 2010 = 100", "2013-Q2", 122.57
"Austria", "Nominal", "Index, 2010 = 100", "2013-Q3", 123.9
"Austria", "Nominal", "Index, 2010 = 100", "2013-Q4", 123.28
"Austria", "Nominal", "Index, 2010 = 100", "2014-Q1", 125.55
"Austria", "Nominal", "Index, 2010 = 100", "2014-Q2", 128.46
"Austria", "Nominal", "Index, 2010 = 100", "2014-Q3", 126.89
"Austria", "Nominal", "Index, 2010 = 100", "2014-Q4", 126.26
"Austria", "Nominal", "Index, 2010 = 100", "2015-Q1", 130.03
"Austria", "Nominal", "Index, 2010 = 100", "2015-Q2", 130.35
"Austria", "Nominal", "Index, 2010 = 100", "2015-Q3", 132.0
"Austria", "Nominal", "Index, 2010 = 100", "2015-Q4", 135.85
"Austria", "Nominal", "Index, 2010 = 100", "2016-Q1", 140.56
"Austria", "Nominal", "Index, 2010 = 100", "2016-Q2", 142.76
"Austria", "Nominal", "Index, 2010 = 100", "2016-Q3", 141.5
"Austria", "Nominal", "Year-on-year changes, in per cent", "2001-Q1", 1.08
"Austria", "Nominal", "Year-on-year changes, in per cent", "2001-Q2", -1.69
"Austria", "Nominal", "Year-on-year changes, in per cent", "2001-Q3", 4.05
"Austria", "Nominal", "Year-on-year changes, in per cent", "2001-Q4", 0.0
"Austria", "Nominal", "Year-on-year changes, in per cent", "2002-Q1", -1.55
"Austria", "Nominal", "Year-on-year changes, in per cent", "2002-Q2", 1.21
"Austria", "Nominal", "Year-on-year changes, in per cent", "2002-Q3", 0.58
"Austria", "Nominal", "Year-on-year changes, in per cent", "2002-Q4", 2.13
"Austria", "Nominal", "Year-on-year changes, in per cent", "2003-Q1", 0.59
"Austria", "Nominal", "Year-on-year changes, in per cent", "2003-Q2", 1.3
"Austria", "Nominal", "Year-on-year changes, in per cent", "2003-Q3", -3.0
"Austria", "Nominal", "Year-on-year changes, in per cent", "2003-Q4", 2.29
"Austria", "Nominal", "Year-on-year changes, in per cent", "2004-Q1", -6.94
"Austria", "Nominal", "Year-on-year changes, in per cent", "2004-Q2", -1.09
"Austria", "Nominal", "Year-on-year changes, in per cent", "2004-Q3", 0.4
"Austria", "Nominal", "Year-on-year changes, in per cent", "2004-Q4", 0.0
"Austria", "Nominal", "Year-on-year changes, in per cent", "2005-Q1", 8.51
"Austria", "Nominal", "Year-on-year changes, in per cent", "2005-Q2", 4.09
"Austria", "Nominal", "Year-on-year changes, in per cent", "2005-Q3", 3.67
"Austria", "Nominal", "Year-on-year changes, in per cent", "2005-Q4", 3.89
"Austria", "Nominal", "Year-on-year changes, in per cent", "2006-Q1", 4.65
"Austria", "Nominal", "Year-on-year changes, in per cent", "2006-Q2", 4.51
"Austria", "Nominal", "Year-on-year changes, in per cent", "2006-Q3", 5.08
"Austria", "Nominal", "Year-on-year changes, in per cent", "2006-Q4", 2.25
"Austria", "Nominal", "Year-on-year changes, in per cent", "2007-Q1", 4.07
"Austria", "Nominal", "Year-on-year changes, in per cent", "2007-Q2", 5.32
"Austria", "Nominal", "Year-on-year changes, in per cent", "2007-Q3", 5.29
"Austria", "Nominal", "Year-on-year changes, in per cent", "2007-Q4", 4.03
